id,fk_school,fk_user,display_name,fk_staff_reporting_officer,staff_id,is_removable,active,is_resigned,resigned_effective_at,created_at,updated_at,last_modified_user,last_valid_checkin
20,1,83139,NULL,NULL,sn2dummy2+sn2dummy2+40083139_x83139_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
21,1,83140,NULL,NULL,102775,1,1,0,NULL,01/11/2020 07:39,03/03/2023 03:12,85161,01/11/2020
22,1,83141,NULL,NULL,sn2dummy2+maruthamsu_x83141_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
23,1,83142,NULL,NULL,sn2dummy2+gogilavani.s_x83142_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
24,1,83143,NULL,NULL,sn2dummy2+baoxuan.h_x83143_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
25,1,83144,NULL,NULL,sn2dummy2+hazwani.mn_x83144_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
26,1,83145,NULL,NULL,sn2dummy2+pedrosa.e_x83145_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
27,1,83146,NULL,NULL,sn2dummy2+shuxian.s_x83146_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
28,1,83147,NULL,NULL,sn2dummy2+asirah.shaik_x83147_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,85161,01/11/2020
29,1,83148,NULL,NULL,sn2dummy2+kabigting.v_x83148_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
30,1,83149,NULL,NULL,sn2dummy2+sn2dummy2+40083149_x83149_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:39,07/11/2024 11:34,85161,01/11/2020
31,1,83150,NULL,NULL,107355,1,1,0,NULL,01/11/2020 07:39,01/12/2023 01:09,92500,01/11/2020
32,1,83151,NULL,NULL,sn2dummy2+gonzales.p_x83151_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
33,1,83152,NULL,NULL,sn2dummy2+gungon.m_x83152_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
34,1,83153,NULL,NULL,sn2dummy2+weiwei.cui_x83153_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
35,1,83154,NULL,NULL,sn2dummy2+devi.vijaya_x83154_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
36,1,83155,NULL,NULL,sn2dummy2+sn2dummy2+40083155_x83155_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
37,1,83156,NULL,NULL,sn2dummy2+koheeru_x83156_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
38,1,83157,NULL,NULL,sn2dummy2+tanyjie_x83157_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:39,07/11/2024 11:34,NULL,01/11/2020
39,1,83158,NULL,NULL,102066,1,1,0,NULL,01/11/2020 07:39,05/12/2022 05:42,92500,01/11/2020
40,1,83159,NULL,NULL,100559,1,0,0,NULL,01/11/2020 07:39,21/10/2024 08:26,85160,01/11/2020
41,1,83160,NULL,NULL,sn2dummy2+ruhayu.k_x83160_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
42,1,83161,NULL,NULL,sn2dummy2+thiruchelvi_x83161_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
43,1,83162,NULL,NULL,102088,1,1,0,NULL,01/11/2020 07:40,05/01/2023 08:16,85159,01/11/2020
44,1,83163,NULL,NULL,sn2dummy2+wongyenshan_x83163_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
45,1,83164,NULL,NULL,104693,1,1,0,NULL,01/11/2020 07:40,01/11/2024 03:15,92500,01/11/2020
46,1,83165,NULL,NULL,sn2dummy2+leegh_x83165_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
47,1,83166,NULL,NULL,sn2dummy2+ongsn_x83166_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
48,1,83167,NULL,NULL,sn2dummy2+chanyj_x83167_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
49,1,83168,NULL,NULL,sn2dummy2+sn2dummy2+40083168_x83168_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
50,1,83169,NULL,NULL,sn2dummy2+sn2dummy2+40083169_x83169_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
51,1,83170,NULL,NULL,sn2dummy2+sn2dummy2+40083170_x83170_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
52,1,83171,NULL,NULL,sn2dummy2+yapsiowching_x83171_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
53,1,83172,NULL,NULL,sn2dummy2+sn2dummy2+40083172_x83172_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
54,1,83173,NULL,NULL,sn2dummy2+sn2dummy2+40083173_x83173_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
55,1,83174,NULL,NULL,sn2dummy2+sn2dummy2+40083174_x83174_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
56,1,83175,NULL,NULL,sn2dummy2+sn2dummy2+40083175_x83175_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
57,1,83176,NULL,NULL,sn2dummy2+sn2dummy2+40083176_x83176_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
58,1,83177,NULL,NULL,sn2dummy2+nadzerah.h_x83177_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
59,1,83178,NULL,NULL,sn2dummy2+ivy.sim_x83178_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
60,1,83179,NULL,NULL,sn2dummy2+kamilah.as_x83179_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
61,1,83180,NULL,NULL,sn2dummy2+batrisyia.m_x83180_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
62,1,83181,NULL,NULL,sn2dummy2+sn2dummy2+40083181_x83181_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,83988,01/11/2020
63,1,83182,NULL,NULL,sn2dummy2+karyoke-j_x83182_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
64,1,83183,NULL,NULL,sn2dummy2+sn2dummy2+40083183_x83183_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
65,1,83184,NULL,NULL,101143,1,1,0,NULL,01/11/2020 07:40,02/04/2024 07:47,92500,01/11/2020
66,1,83185,NULL,NULL,sn2dummy2+khaddijahi_x83185_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
67,1,83186,NULL,NULL,sn2dummy2+shinyee.m_x83186_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
68,1,83187,NULL,NULL,sn2dummy2+sn2dummy2+40083187_x83187_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,83613,01/11/2020
69,1,83188,NULL,NULL,102454,1,1,0,NULL,01/11/2020 07:40,09/01/2023 10:13,85159,01/11/2020
70,1,83189,NULL,NULL,sn2dummy2+manalo.m_x83189_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
71,1,83190,NULL,NULL,sn2dummy2+rahamatsa_x83190_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
72,1,83191,NULL,NULL,sn2dummy2+liny_x83191_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
73,1,83192,NULL,NULL,sn2dummy2+sn2dummy2+40083192_x83192_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
74,1,83193,NULL,NULL,sn2dummy2+nurrusyda.ms_x83193_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
75,1,83194,NULL,NULL,100578,1,1,0,NULL,01/11/2020 07:40,17/01/2024 06:34,85159,01/11/2020
76,1,83195,NULL,NULL,sn2dummy2+sn2dummy2+40083195_x83195_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
77,1,83196,NULL,NULL,sn2dummy2+fadhlina.tms_x83196_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,83988,01/11/2020
78,1,83197,NULL,NULL,sn2dummy2+sn2dummy2+40083197_x83197_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
79,1,83198,NULL,NULL,sn2dummy2+nuramirah.z_x83198_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
80,1,83199,NULL,NULL,102256,1,1,0,NULL,01/11/2020 07:40,30/03/2023 09:56,92500,01/11/2020
81,1,83200,NULL,NULL,sn2dummy2+hongshehlin_x83200_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
82,1,83201,NULL,NULL,sn2dummy2+sn2dummy2+40083201_x83201_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
83,1,83202,NULL,NULL,106784,1,0,0,NULL,01/11/2020 07:40,28/02/2023 03:35,92500,01/11/2020
84,1,83203,NULL,NULL,sn2dummy2+kimberly.f_x83203_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
85,1,83204,NULL,NULL,sn2dummy2+sitini_x83204_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
86,1,83205,NULL,NULL,sn2dummy2+nuraishah_x83205_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
87,1,83206,NULL,NULL,sn2dummy2+noornu_x83206_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
88,1,83207,NULL,NULL,sn2dummy2+nurfr_x83207_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
89,1,83208,NULL,NULL,sn2dummy2+sn2dummy2+40083208_x83208_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
90,1,83209,NULL,NULL,sn2dummy2+vickneswari_x83209_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
91,1,83210,NULL,NULL,sn2dummy2+salleh_x83210_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
92,1,83211,NULL,NULL,sn2dummy2+sn2dummy2+40083211_x83211_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
93,1,83212,NULL,NULL,sn2dummy2+danah.u_x83212_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
94,1,83213,NULL,NULL,sn2dummy2+kristiana.f_x83213_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
95,1,83214,NULL,NULL,sn2dummy2+sn2dummy2+40083214_x83214_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
96,1,83215,NULL,NULL,sn2dummy2+sn2dummy2+40083215_x83215_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
97,1,83216,NULL,NULL,105281,1,1,0,NULL,01/11/2020 07:40,28/10/2022 03:36,92500,01/11/2020
98,1,83217,NULL,NULL,101830,1,1,0,NULL,01/11/2020 07:40,28/10/2022 02:48,85159,01/11/2020
99,1,83218,NULL,NULL,sn2dummy2+maqian_x83218_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
100,1,83219,NULL,NULL,sn2dummy2+sn2dummy2+40083219_x83219_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
101,1,83220,NULL,NULL,sn2dummy2+liyaalisyah_x83220_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
102,1,83221,NULL,NULL,sn2dummy2+nikki.cme_x83221_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
103,1,83222,NULL,NULL,sn2dummy2+chaoling.q_x83222_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
104,1,83223,NULL,NULL,sn2dummy2+sn2dummy2+40083223_x83223_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,83613,01/11/2020
105,1,83224,NULL,NULL,sn2dummy2+angweiya_x83224_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
106,1,83225,NULL,NULL,sn2dummy2+sn2dummy2+40083225_x83225_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
107,1,83226,NULL,NULL,101931,1,1,0,NULL,01/11/2020 07:40,06/10/2023 08:52,85160,01/11/2020
108,1,83227,NULL,NULL,sn2dummy2+chiazhiting_x83227_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
109,1,83228,NULL,NULL,101539,1,1,0,NULL,01/11/2020 07:40,05/08/2024 06:58,92500,01/11/2020
110,1,83229,NULL,NULL,sn2dummy2+jennifer.zje_x83229_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
111,1,83230,NULL,NULL,sn2dummy2+rachel_x83230_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,83988,01/11/2020
112,1,83231,NULL,NULL,sn2dummy2+zoe.csh_x83231_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
113,1,83232,NULL,NULL,sn2dummy2+simsc_x83232_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
114,1,83233,NULL,NULL,sn2dummy2+sn2dummy2+40083233_x83233_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
115,1,83234,NULL,NULL,100945,1,0,0,NULL,01/11/2020 07:40,03/11/2023 02:14,85159,01/11/2020
116,1,83235,NULL,NULL,sn2dummy2+sharon.chen_x83235_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
117,1,83236,NULL,NULL,sn2dummy2+grace.s_x83236_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
118,1,83237,NULL,NULL,sn2dummy2+sn2dummy2+40083237_x83237_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
119,1,83238,NULL,NULL,sn2dummy2+sn2dummy2+40083238_x83238_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
120,1,83239,NULL,NULL,sn2dummy2+sn2dummy2+40083239_x83239_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
121,1,83240,NULL,NULL,sn2dummy2+jazzlynn.toh_x83240_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
122,1,83241,NULL,NULL,sn2dummy2+oliviateo_x83241_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
123,1,83242,NULL,NULL,sn2dummy2+madeline.kcv_x83242_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
124,1,83243,NULL,NULL,sn2dummy2+teosh_x83243_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
125,1,83244,NULL,NULL,sn2dummy2+sn2dummy2+40083244_x83244_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
126,1,83245,NULL,NULL,sn2dummy2+nurshairah-a_x83245_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
127,1,83246,NULL,NULL,sn2dummy2+chansk_x83246_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
128,1,83247,NULL,NULL,sn2dummy2+kchuasl_x83247_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
129,1,83248,NULL,NULL,sn2dummy2+sn2dummy2+40083248_x83248_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
130,1,83249,NULL,NULL,sn2dummy2+abitha.am_x83249_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
131,1,83250,NULL,NULL,sn2dummy2+nurafifah.r_x83250_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
132,1,83251,NULL,NULL,sn2dummy2+alexis.lim_x83251_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
133,1,83252,NULL,NULL,sn2dummy2+sn2dummy2+40083252_x83252_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
134,1,83253,NULL,NULL,sn2dummy2+sn2dummy2+40083253_x83253_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
135,1,83254,NULL,NULL,sn2dummy2+xuejing.b_x83254_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
136,1,83255,NULL,NULL,sn2dummy2+sn2dummy2+40083255_x83255_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
137,1,83256,NULL,NULL,sn2dummy2+howf_x83256_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
138,1,83257,NULL,NULL,sn2dummy2+teresa.rs_x83257_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
139,1,83258,NULL,NULL,sn2dummy2+inggawati_x83258_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
140,1,83259,NULL,NULL,123456,1,0,0,NULL,01/11/2020 07:40,28/02/2023 03:31,85161,01/11/2020
141,1,83260,NULL,NULL,sn2dummy2+nurfm_x83260_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
142,1,83261,NULL,NULL,sn2dummy2+jupriju_x83261_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
143,1,83262,NULL,NULL,sn2dummy2+angelinet_x83262_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
144,1,83263,NULL,NULL,sn2dummy2+janet.goh_x83263_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85160,01/11/2020
145,1,83264,NULL,NULL,sn2dummy2+sn2dummy2+40083264_x83264_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,83613,01/11/2020
146,1,83265,NULL,NULL,sn2dummy2+sn2dummy2+40083265_x83265_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
147,1,83266,NULL,NULL,sn2dummy2+jochebeda.l_x83266_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
148,1,83267,NULL,NULL,103429,1,1,0,NULL,01/11/2020 07:40,20/10/2023 08:11,85159,01/11/2020
149,1,83268,NULL,NULL,sn2dummy2+sn2dummy2+40083268_x83268_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
150,1,83269,NULL,NULL,sn2dummy2+shafarina.s_x83269_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
151,1,83270,NULL,NULL,sn2dummy2+loohweehuan_x83270_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
152,1,83271,NULL,NULL,sn2dummy2+jocelyn_x83271_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
153,1,83272,NULL,NULL,sn2dummy2+nglx_x83272_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
154,1,83273,NULL,NULL,sn2dummy2+sn2dummy2+40083273_x83273_xax_gmail.com@gmail.com,1,0,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
155,1,83274,NULL,NULL,sn2dummy2+nadyams_x83274_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,85161,01/11/2020
156,1,83275,NULL,NULL,sn2dummy2+karen.kong_x83275_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
157,1,83276,NULL,NULL,sn2dummy2+wahidza_x83276_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
158,1,83277,NULL,NULL,sn2dummy2+jhoanepm_x83277_xax_myfirstskool.com@gmail.com,1,1,0,NULL,01/11/2020 07:40,07/11/2024 11:34,NULL,01/11/2020
